target,gender,match_id,home_team,away_team,sportsbook_line,prediction,suggested_line,actual,edge,bet,bet_hit,profit,roi_pct
q3_total,men_or_open,15478591,Adelaide 36ers,New Zealand Breakers,55.0,36.1,41.1,62,-13.9,UNDER,False,-1,-100
q3_total,men_or_open,15478140,Budapesti Honv?d SE,Falco KC-Szombathely,55.0,26.5,31.5,38,-23.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14624149,BKK Radni?ki Beograd,OKK Beograd,55.0,27.6,32.6,43,-22.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14341805,Estra Pistoia,Victoria Libertas Pesaro,55.0,26.6,31.6,45,-23.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15478139,NHSZ-Szolnoki Olajb?ny?sz,Atomer?m? SE,55.0,28.9,33.9,39,-21.1,UNDER,True,0.91,91.0
q3_total,women,15476058,Hapoel Lev Jerusalem,Maccabi Haifa,55.0,19.3,24.3,32,-30.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15639423,ABA IPCB,Atl?tico CP,55.0,29.7,34.7,30,-20.3,UNDER,True,0.91,91.0
q3_total,women,15476057,Maccabi Ramat Gan / Hen,Elizur Ramla,55.0,16.5,21.5,37,-33.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14902186,KK Teodo Tivat,Danilovgrad,55.0,25.5,30.5,33,-24.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15471294,MS Academy,CZ.Academy,55.0,36.1,41.1,37,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14775138,CSM Oradea,CSM T?rgu Mure?,55.0,26.8,31.8,54,-23.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15471292,BK Levharti Chomutov,Basketbal Olomouc,55.0,28.9,33.9,37,-21.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14731181,KB Bashkimi,KB Golden Eagle Ylli,55.0,25.8,30.8,49,-24.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15471274,SA Brno U23,Basketbal Polab?,55.0,24.4,29.4,66,-25.6,UNDER,False,-1,-100
q3_total,men_or_open,14500893,Bursaspor Basketbol,Fenerbah?e Beko,55.0,24.3,29.3,50,-25.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15471265,Dekstone Turi Svitavy,BK Wolves Radotin,55.0,24.6,29.6,58,-25.4,UNDER,False,-1,-100
q3_total,men_or_open,15471264,BK Synthesia Pardubice,Slavoj BK Litom??ice,55.0,24.7,29.7,45,-25.3,UNDER,True,0.91,91.0
q3_total,women,15898321,Connecticut Huskies,Notre Dame Fighting Irish,55.0,20.6,25.6,26,-29.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15790564,Al Najma,Al Manama,55.0,26.0,31.0,46,-24.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15485307,Perspektiva Ilirija,KK Krka Novo Mesto,55.0,27.6,32.6,39,-22.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15445784,CSU ASE Bucuresti,CS Universitar Targoviste,55.0,36.1,41.1,38,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14733904,MZT Skopje Aerodrom,KK Rabotnicki AD Skopje,55.0,29.3,34.3,35,-20.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15464560,BK Ventspils,Valmiera Glass VIA,55.0,25.5,30.5,34,-24.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15461682,Bah?e?ehir (Cyber),Morabanc Andorra (Cyber),55.0,25.4,30.4,35,-24.6,UNDER,True,0.91,91.0
q3_total,men_or_open,14270286,Monaco Basket,Le Mans Sarthe Basket,55.0,28.4,33.4,46,-21.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15461497,Villars Basket,Swiss Central Basket,55.0,25.1,30.1,29,-24.9,UNDER,True,0.91,91.0
q3_total,women,14195106,Manchester Basketball,London Lions,55.0,19.5,24.5,33,-30.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15461494,Basket Club Boncourt,VRB/ULRB Riviera 1952,55.0,24.5,29.5,30,-25.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14428863,Utenos Juventus,Kauno ?algiris,55.0,29.6,34.6,54,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15461485,Goldcoast Wallabies,BC B?ren Kleinbasel,55.0,24.3,29.3,36,-25.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14373934,Palmer Alma Mediterr?nea Palma,Monbus Obradoiro,55.0,26.5,31.5,37,-23.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15461478,Meyrin Basket,Morges-Saint-Prex Red Devils,55.0,27.0,32.0,21,-23.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15795242,Vienna United,W?rthersee Piraten,55.0,29.6,34.6,33,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15461469,SAV Vacallo Basket,Bernex Basket,55.0,29.6,34.6,40,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15526967,BC Vienna,Basketball Klosterneuburg,55.0,25.5,30.5,38,-24.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15461517,VRB/ULRB Riviera 1952,Acad?mie Fribourg U23,55.0,25.2,30.2,44,-24.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15366232,Gin?sio Pat?s Mann?,Imortal BC U23,55.0,29.3,34.3,39,-20.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14374785,Lbc Cocinas,Cultural y Deportiva Leonesa,55.0,24.9,29.9,36,-25.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14343919,Banco di Sardegna Sassari,Nutribullet Treviso Basket,55.0,41.6,46.6,44,-8.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15455182,Esgueira/Oli,SC Braga,55.0,30.0,35.0,45,-20.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15446895,Valencia Basket,Real Madrid,55.0,34.8,39.8,52,-15.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15446893,Bar?a Basket,Kosner Baskonia,55.0,26.0,31.0,32,-24.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14128953,?l?sk Wroc?aw,TBV Start Lublin,55.0,29.6,34.6,39,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15446888,Real Madrid,Kosner Baskonia,55.0,29.1,34.1,40,-20.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15444917,Saint-Quentin BB Espoirs U21,Paris Basketball Espoirs,55.0,31.6,36.6,43,-18.4,UNDER,True,0.91,91.0
q3_total,women,15902852,SL Benfica,GDESSA Barreiro,55.0,20.2,25.2,36,-29.8,UNDER,True,0.91,91.0
q3_total,women,15441302,Young Angels Ko?ice,Pie??ansk? ?ajky,55.0,19.3,24.3,33,-30.7,UNDER,True,0.91,91.0
q3_total,women,15441300,Sl?via Bansk? Bystrica,?BK ?amor?n,55.0,17.4,22.4,33,-32.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15889730,SB? Ostrava,Levhartice Chomutov,55.0,25.1,30.1,24,-24.9,UNDER,True,0.91,91.0
q3_total,women,15441290,BK Klokani Ivanka Pri Dunaji,BK ?K UMB Bansk? Bystrica,55.0,20.6,25.6,35,-29.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15859185,Kaarinan Ura Basket,Tapiolan Honka II,55.0,28.7,33.7,42,-21.3,UNDER,True,0.91,91.0
q3_total,women,15441289,CBK Ko?ice,BK AS Tren??n,55.0,21.2,26.2,23,-28.8,UNDER,True,0.91,91.0
q3_total,women,15441286,Gen?ve LPLO,Esperance Sportive Pully,55.0,18.0,23.0,36,-32.0,UNDER,True,0.91,91.0
q3_total,women,15441285,Elfic Fribourg,Nyon Basket F?minin,55.0,17.8,22.8,42,-32.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15856702,Free UNI & Agr UNI,Black Fortress,55.0,27.3,32.3,36,-22.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15441271,Lahti Basketball,Kouvot Kouvola,55.0,29.7,34.7,54,-20.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15441270,Kataja Basket,Kobrat,55.0,25.2,30.2,52,-24.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15852756,BA Lynx Liberec,BK Novy Jicin,55.0,30.9,35.9,46,-19.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15441268,Tampereen Pyrint?,Bisons Loimaa,55.0,29.6,34.6,43,-20.4,UNDER,True,0.91,91.0
q3_total,women,15848509,AIK Basket,Ostersund Basket,55.0,20.2,25.2,40,-29.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15790563,AL Ahli BH,Al Muharraq,55.0,26.0,31.0,48,-24.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15441257,Kauhajoen Karhu,KTP Basket Kotka,55.0,24.8,29.8,43,-25.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15706619,KK Zadar,KK Dinamo Zagreb,55.0,28.9,33.9,48,-21.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15566037,Kansai Helios Dom?ale,ECE Triglav Kranj,55.0,29.6,34.6,42,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15471315,USK Praha B,BK Lions Jindrichuv Hradec,55.0,26.5,31.5,50,-23.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15471314,BK Napos Vysoka Nad Labem,BK Levharti Chomutov,55.0,24.2,29.2,40,-25.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15461515,Lions de Gen?ve U23,Swiss Central Basket,55.0,26.6,31.6,45,-23.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15432221,Mineras Zacatecas,Mieleras De Guanajuato,55.0,24.5,29.5,34,-25.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15432215,Mineras Zacatecas,Mieleras De Guanajuato,55.0,24.1,29.1,49,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15402642,Sokol P?sek Sr?ni,NH Ostrava,55.0,41.7,46.7,38,-8.3,UNDER,True,0.91,91.0
q3_total,women,15426483,?abiny Brno B,BK Hav??ov,55.0,18.5,23.5,35,-31.5,UNDER,True,0.91,91.0
q3_total,women,15426482,KP Brno B,SK UP Olomouc,55.0,16.6,21.6,38,-33.4,UNDER,True,0.91,91.0
q3_total,women,15426481,?BK P-H Sadsk?,BA Sparta,55.0,20.1,25.1,46,-29.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14775136,CSO Voluntari,SCM Universitatea Craiova,55.0,29.3,34.3,49,-20.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14731184,KB Peja,KB Sigal Prishtina,55.0,28.1,33.1,43,-21.9,UNDER,True,0.91,91.0
q3_total,women,15426480,TJ Sokol Pe?ky,USK Praha B,55.0,19.6,24.6,25,-30.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14670965,Rucker Sanve San Vendemiano,Siaz Basket,55.0,25.8,30.8,43,-24.2,UNDER,True,0.91,91.0
q3_total,women,15426479,Levhartice Chomutov B,SK Aritma Praha,55.0,20.4,25.4,44,-29.6,UNDER,True,0.91,91.0
q3_total,men_or_open,14643752,Mambra Mamer,Arantia Larochette,55.0,39.8,44.8,49,-10.2,UNDER,True,0.91,91.0
q3_total,women,15426478,DBaK,Sokol Nusle,55.0,21.2,26.2,45,-28.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14643742,Basket Esch,Musel Pikes,55.0,42.6,47.6,35,-7.4,UNDER,True,0.91,91.0
q3_total,women,15424285,?BK P-H Sadsk?,USK Praha B,55.0,17.8,22.8,54,-32.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14538000,Sheffield Sharks,Surrey 89ers,55.0,28.9,33.9,46,-21.1,UNDER,True,0.91,91.0
q3_total,women,15420617,KP Brno B,BK Hav??ov,55.0,19.8,24.8,31,-30.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14500897,Kar??yaka,Mersin SC,55.0,29.7,34.7,49,-20.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14491586,MoraBanc Andorra,Kosner Baskonia,55.0,29.6,34.6,35,-20.4,UNDER,True,0.91,91.0
q3_total,women,14445746,?KK Medve??ak Zagreb,?KK Zadar Plus,55.0,16.9,21.9,30,-33.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14441740,UNICS Kazan,PBC Lokomotiv-Kuban,55.0,26.0,31.0,36,-24.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14343928,Vanoli Basket Cremona,GeVi Napoli Basket,55.0,24.7,29.7,55,-25.3,UNDER,False,-1,-100
q3_total,women,15420616,?abiny Brno B,SK UP Olomouc,55.0,19.5,24.5,21,-30.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14341079,Pallacanestro Fiorenzuola 1972,Orlandina Basket,55.0,26.0,31.0,44,-24.0,UNDER,True,0.91,91.0
q3_total,women,14336912,Golfo Basket Alcamo,C.U.S. Cagliari,55.0,20.4,25.4,33,-29.6,UNDER,True,0.91,91.0
q3_total,women,14195107,Caledonia Gladiators,Nottingham Wildcats,55.0,16.4,21.4,22,-33.6,UNDER,True,0.91,91.0
q3_total,women,15420615,TJ Sokol Pe?ky,BA Sparta,55.0,18.3,23.3,45,-31.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15889780,Basket Ostrava,Slovanka MB,55.0,26.1,31.1,50,-23.9,UNDER,True,0.91,91.0
q3_total,women,15420614,DBaK,SK Aritma Praha,55.0,19.5,24.5,23,-30.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14698314,Bamberg Baskets,Gladiators Trier,55.0,29.3,34.3,42,-20.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14270279,Boulazac Basket,SIG Strasbourg,55.0,25.5,30.5,46,-24.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15412581,Al Najma,Nuwaidrat,55.0,27.2,32.2,44,-22.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15902950,KKS Basket Poznan U14,Panter Niksic U14,55.0,24.1,29.1,45,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15900298,BK Rilski U14,Zentro Basket Madrid U14,55.0,24.7,29.7,45,-25.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15879747,VEF R?ga,Valmiera Glass VIA,55.0,26.5,31.5,41,-23.5,UNDER,True,0.91,91.0
q3_total,women,15410940,Vestri,Athena Basket,55.0,17.2,22.2,57,-32.8,UNDER,False,-1,-100
q3_total,men_or_open,15859226,Hyvinkaan Ponteva,Peu-Basket,55.0,26.1,31.1,34,-23.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15409554,Galitos Basquetebol,Porto,55.0,30.7,35.7,36,-19.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15859225,KTP Basket Kotka II,Kataja Basket Talents,55.0,29.6,34.6,35,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15409553,Sporting CP,UD Oliveirense,55.0,29.8,34.8,42,-20.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15849618,Torpan Pojat,Kipina Basket,55.0,29.6,34.6,37,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15408381,CSO Voluntari 2,CSM Petrolul Ploiesti 2,55.0,25.9,30.9,47,-24.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15408380,CS Rapid Bucure?ti 2,CSM Corona Bra?ov 2,55.0,24.6,29.6,28,-25.4,UNDER,True,0.91,91.0
q3_total,women,15848508,Malbas Basketbollklubb,Lulea BBK,55.0,16.7,21.7,30,-33.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15408379,BC CSU Sibiu 2,ACS U-BT Cluj-Napoca 2,55.0,24.9,29.9,39,-25.1,UNDER,True,0.91,91.0
q3_total,women,15617138,Turun Nkmy,Torpan Pojat II,55.0,17.9,22.9,23,-32.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15408378,CSS VSK Gheorgheni,CS Universitatea Craiova,55.0,25.8,30.8,26,-24.2,UNDER,True,0.91,91.0
q3_total,women,15617136,Pantterit (F),Espoo Basket Team II,55.0,21.6,26.6,40,-28.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15408377,ACS Total Sport Bucuresti,ACS Cuza Pirates Braila,55.0,29.6,34.6,28,-20.4,UNDER,True,0.91,91.0
q3_total,women,15617114,Leppavaaran Pyrinto,Helsingin NMKY,55.0,19.0,24.0,31,-31.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15408376,CS Universitar Ploiesti,CSU Brasov,55.0,25.9,30.9,25,-24.1,UNDER,True,0.91,91.0
q3_total,women,15617113,Catz Lappeenranta,Team Lem Kem,55.0,19.5,24.5,24,-30.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15408373,CSU Stiinta Bucuresti,CS Politehnica Ia?i,55.0,28.6,33.6,56,-21.4,UNDER,False,-1,-100
q3_total,women,15617108,Salon Vilpas,Jyvaskyla Basketball Academy,55.0,19.8,24.8,30,-30.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15366284,Clube Basket Queluz,AD Galomar,55.0,25.1,30.1,33,-24.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14775134,CSM Baschet Petrolul Ploie?ti,FC Arge? Basketball,55.0,28.9,33.9,36,-21.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14602696,Porto,CA Queluz,55.0,36.3,41.3,38,-13.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15408372,CS Universitar Targoviste,Universitatea Cluj-Napoca,55.0,24.5,29.5,42,-25.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14537998,Manchester Basketball,Leicester Riders,55.0,28.9,33.9,41,-21.1,UNDER,True,0.91,91.0
q3_total,women,15408371,Budivelnyk Kyiv,BC Vinnytski Blyskavky,55.0,19.3,24.3,46,-30.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14531093,Starwings Basket,Lugano Tigers,55.0,29.6,34.6,54,-20.4,UNDER,True,0.91,91.0
q3_total,women,15408122,Aulnoye,Le Havre,55.0,18.8,23.8,27,-31.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14531091,Pully Lausanne Foxes,BBC Nyon,55.0,28.6,33.6,36,-21.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14456419,Basket Pozna?,?ubry Bia?ystok,55.0,26.5,31.5,44,-23.5,UNDER,True,0.91,91.0
q3_total,women,15408121,Graffenstaden,Saint-Amand Hainaut Basket,55.0,17.8,22.8,36,-32.2,UNDER,True,0.91,91.0
q3_total,women,14453596,UBI Graz,Dbbc Graz,55.0,19.9,24.9,36,-30.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14343929,Umana Reyer Venezia,Dolomiti Energia Trento,55.0,30.2,35.2,52,-19.8,UNDER,True,0.91,91.0
q3_total,women,14336908,Milano Basket Stars,San Salvatore Selargius,55.0,20.2,25.2,28,-29.8,UNDER,True,0.91,91.0
q3_total,women,15408120,La Tronche Meylan,Cavigal Nice Basket,55.0,14.4,19.4,36,-35.6,UNDER,True,0.91,91.0
q3_total,women,15408119,Feytiat Basket 87,Pays Voironnais Basket Club,55.0,18.6,23.6,37,-31.4,UNDER,True,0.91,91.0
q3_total,women,15408118,USO Mondeville,Montbrison Basket,55.0,20.2,25.2,19,-29.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14024386,LWD Basket,Stella Artois Leuven Bears,55.0,27.7,32.7,37,-22.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14471098,Rytas Vilnius,Garg?d? Garg?dai SC,55.0,29.3,34.3,46,-20.7,UNDER,True,0.91,91.0
q3_total,women,15408117,GCO Bihorel,Monaco BA,55.0,17.7,22.7,43,-32.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15407777,Basket Asciano,Pallacanestro Calenzano,55.0,24.1,29.1,27,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15407775,Basket Scandicci,Synergy Basket Valdarno,55.0,24.6,29.6,48,-25.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15639439,Rezlife Saints,UCU Canons,55.0,24.5,29.5,20,-25.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15407774,Montespertoli,Poggibonsi Basket,55.0,29.6,34.6,35,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15612303,BC Zaporizhzhia,BC Rivne,55.0,24.1,29.1,46,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15407773,Valdelsa Basket,Basket Aretina,55.0,25.2,30.2,31,-24.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15407771,Minibasket Valbisenzio,Cerretese Basket,55.0,24.9,29.9,32,-25.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15407770,Cantini Lorano Jokers,C.S. Monteroni,55.0,30.2,35.2,38,-19.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15407769,Polisportiva Galli Basket,Lions Montemurlo,55.0,24.8,29.8,41,-25.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15407768,Basket Sestese,Laurenziana Basket,55.0,24.3,29.3,47,-25.7,UNDER,True,0.91,91.0
q3_total,women,15407442,Thor Akureyri,?R Reykjav?k,55.0,15.6,20.6,37,-34.4,UNDER,True,0.91,91.0
q3_total,women,15407441,KV Reykjav?k,Fjolnir Reykjavik,55.0,17.2,22.2,42,-32.8,UNDER,True,0.91,91.0
q3_total,women,15407440,Selfoss,Njardvik B,55.0,17.5,22.5,24,-32.5,UNDER,True,0.91,91.0
q3_total,women,15407437,P?le France,Champagne Basket F?minin,55.0,17.2,22.2,25,-32.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15407436,KK Portoro?,KK Ipros Vrhnika,55.0,24.6,29.6,46,-25.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15407435,KD Je?ica,KD Postojna,55.0,29.6,34.6,37,-20.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15407434,KK Voga Grosuplje,KK Hidria,55.0,25.2,30.2,47,-24.8,UNDER,True,0.91,91.0
