target,gender,match_id,home_team,away_team,sportsbook_line,prediction,suggested_line,actual,edge,bet,bet_hit,profit,roi_pct
q3_total,men_or_open,15492702,SC Beira-Mar,Basquete Barcelos Eticol,55.5,29.9,34.9,33,-25.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15656197,St. Louis Griffins,Lebanon Leprechauns,55.5,42.1,47.1,70,-13.4,UNDER,False,-1,-100
q3_total,men_or_open,15492701,Clube Galitos,Guif?es S.C.,55.5,24.4,29.4,32,-31.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15656142,Muskogee SkyKings,Little Rock Lightning,55.5,42.6,47.6,66,-12.9,UNDER,False,-1,-100
q3_total,men_or_open,15492700,Club 5Basket / Gondomar,FC Gaia,55.5,24.9,29.9,37,-30.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15639446,IVV/Cetaf,Am?rica Towers,55.5,25.9,30.9,31,-29.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15492687,Scalipus Set?bal,El?ctrico Futebol Clube,55.5,29.7,34.7,42,-25.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15366283,SC Lusitania Expert,Sampaense Basket,55.5,22.7,27.7,41,-32.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15492686,Portimonense SC Sub23,Carnide Clube,55.5,24.9,29.9,30,-30.6,UNDER,True,0.91,91.0
q3_total,women,15898269,UCLA Bruins,Duke Blue Devils,55.5,20.2,25.2,28,-35.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15492674,GDAS,Olivais Coimbra,55.5,25.2,30.2,39,-30.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15656228,Tampa Bay Titans,Fayetteville Liberty,55.5,42.1,47.1,55,-13.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15656182,Grove City Whitetails,Kokomo Bobkats,55.5,29.8,34.8,52,-25.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15492673,Famalicense,Gafanha,55.5,22.7,27.7,40,-32.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15492672,Acad?mico FC,Juvemaia-ACDC Maia,55.5,29.6,34.6,38,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15656207,Newfoundland Rogues,Halifax Hoopers,55.5,42.6,47.6,54,-12.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15492671,CB Viana,AD Sanjoanense,55.5,24.7,29.7,35,-30.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15905264,BBA Porsche U14,Zalgiris U14,55.5,24.5,29.5,27,-31.0,UNDER,True,0.91,91.0
q3_total,women,15871254,Hamar Thor,Selfoss,55.5,16.1,21.1,38,-39.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15656216,Tri-City Tide,Port City Power,55.5,29.6,34.6,54,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15656154,DMV Soldiers,Tri-State Admirals,55.5,29.6,34.6,48,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15478591,Adelaide 36ers,New Zealand Breakers,55.5,36.1,41.1,62,-19.4,UNDER,False,-1,-100
q3_total,men_or_open,15478140,Budapesti Honv?d SE,Falco KC-Szombathely,55.5,26.5,31.5,38,-29.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14624149,BKK Radni?ki Beograd,OKK Beograd,55.5,27.6,32.6,43,-27.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14341805,Estra Pistoia,Victoria Libertas Pesaro,55.5,26.6,31.6,45,-28.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15478139,NHSZ-Szolnoki Olajb?ny?sz,Atomer?m? SE,55.5,28.9,33.9,39,-26.6,UNDER,True,0.91,91.0
q3_total,women,15476058,Hapoel Lev Jerusalem,Maccabi Haifa,55.5,19.3,24.3,32,-36.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15639423,ABA IPCB,Atl?tico CP,55.5,29.7,34.7,30,-25.8,UNDER,True,0.91,91.0
q3_total,women,15476057,Maccabi Ramat Gan / Hen,Elizur Ramla,55.5,16.5,21.5,37,-39.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14902186,KK Teodo Tivat,Danilovgrad,55.5,25.5,30.5,33,-30.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15471294,MS Academy,CZ.Academy,55.5,36.1,41.1,37,-19.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14775138,CSM Oradea,CSM T?rgu Mure?,55.5,26.8,31.8,54,-28.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15471292,BK Levharti Chomutov,Basketbal Olomouc,55.5,28.9,33.9,37,-26.6,UNDER,True,0.91,91.0
q3_total,men_or_open,14731181,KB Bashkimi,KB Golden Eagle Ylli,55.5,25.8,30.8,49,-29.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15471274,SA Brno U23,Basketbal Polab?,55.5,24.4,29.4,66,-31.1,UNDER,False,-1,-100
q3_total,men_or_open,14500893,Bursaspor Basketbol,Fenerbah?e Beko,55.5,24.3,29.3,50,-31.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15471265,Dekstone Turi Svitavy,BK Wolves Radotin,55.5,24.6,29.6,58,-30.9,UNDER,False,-1,-100
q3_total,men_or_open,15471264,BK Synthesia Pardubice,Slavoj BK Litom??ice,55.5,24.7,29.7,45,-30.8,UNDER,True,0.91,91.0
q3_total,women,15898321,Connecticut Huskies,Notre Dame Fighting Irish,55.5,20.6,25.6,26,-34.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15790564,Al Najma,Al Manama,55.5,26.0,31.0,46,-29.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15485307,Perspektiva Ilirija,KK Krka Novo Mesto,55.5,27.6,32.6,39,-27.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15445784,CSU ASE Bucuresti,CS Universitar Targoviste,55.5,36.1,41.1,38,-19.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14733904,MZT Skopje Aerodrom,KK Rabotnicki AD Skopje,55.5,29.3,34.3,35,-26.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15464560,BK Ventspils,Valmiera Glass VIA,55.5,25.5,30.5,34,-30.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15461682,Bah?e?ehir (Cyber),Morabanc Andorra (Cyber),55.5,25.4,30.4,35,-30.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14270286,Monaco Basket,Le Mans Sarthe Basket,55.5,28.4,33.4,46,-27.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15461497,Villars Basket,Swiss Central Basket,55.5,25.1,30.1,29,-30.4,UNDER,True,0.91,91.0
q3_total,women,14195106,Manchester Basketball,London Lions,55.5,19.5,24.5,33,-36.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15461494,Basket Club Boncourt,VRB/ULRB Riviera 1952,55.5,24.5,29.5,30,-31.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14428863,Utenos Juventus,Kauno ?algiris,55.5,29.6,34.6,54,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15461485,Goldcoast Wallabies,BC B?ren Kleinbasel,55.5,24.3,29.3,36,-31.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14373934,Palmer Alma Mediterr?nea Palma,Monbus Obradoiro,55.5,26.5,31.5,37,-29.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15461478,Meyrin Basket,Morges-Saint-Prex Red Devils,55.5,27.0,32.0,21,-28.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15795242,Vienna United,W?rthersee Piraten,55.5,29.6,34.6,33,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15461469,SAV Vacallo Basket,Bernex Basket,55.5,29.6,34.6,40,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15526967,BC Vienna,Basketball Klosterneuburg,55.5,25.5,30.5,38,-30.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15461517,VRB/ULRB Riviera 1952,Acad?mie Fribourg U23,55.5,25.2,30.2,44,-30.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15366232,Gin?sio Pat?s Mann?,Imortal BC U23,55.5,29.3,34.3,39,-26.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14374785,Lbc Cocinas,Cultural y Deportiva Leonesa,55.5,24.9,29.9,36,-30.6,UNDER,True,0.91,91.0
q3_total,men_or_open,14343919,Banco di Sardegna Sassari,Nutribullet Treviso Basket,55.5,41.6,46.6,44,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15455182,Esgueira/Oli,SC Braga,55.5,30.0,35.0,45,-25.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15446895,Valencia Basket,Real Madrid,55.5,34.8,39.8,52,-20.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15446893,Bar?a Basket,Kosner Baskonia,55.5,26.0,31.0,32,-29.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14128953,?l?sk Wroc?aw,TBV Start Lublin,55.5,29.6,34.6,39,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15446888,Real Madrid,Kosner Baskonia,55.5,29.1,34.1,40,-26.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15444917,Saint-Quentin BB Espoirs U21,Paris Basketball Espoirs,55.5,31.6,36.6,43,-23.9,UNDER,True,0.91,91.0
q3_total,women,15902852,SL Benfica,GDESSA Barreiro,55.5,20.2,25.2,36,-35.3,UNDER,True,0.91,91.0
q3_total,women,15441302,Young Angels Ko?ice,Pie??ansk? ?ajky,55.5,19.3,24.3,33,-36.2,UNDER,True,0.91,91.0
q3_total,women,15441300,Sl?via Bansk? Bystrica,?BK ?amor?n,55.5,17.4,22.4,33,-38.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15889730,SB? Ostrava,Levhartice Chomutov,55.5,25.1,30.1,24,-30.4,UNDER,True,0.91,91.0
q3_total,women,15441290,BK Klokani Ivanka Pri Dunaji,BK ?K UMB Bansk? Bystrica,55.5,20.6,25.6,35,-34.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15859185,Kaarinan Ura Basket,Tapiolan Honka II,55.5,28.7,33.7,42,-26.8,UNDER,True,0.91,91.0
q3_total,women,15441289,CBK Ko?ice,BK AS Tren??n,55.5,21.2,26.2,23,-34.3,UNDER,True,0.91,91.0
q3_total,women,15441286,Gen?ve LPLO,Esperance Sportive Pully,55.5,18.0,23.0,36,-37.5,UNDER,True,0.91,91.0
q3_total,women,15441285,Elfic Fribourg,Nyon Basket F?minin,55.5,17.8,22.8,42,-37.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15856702,Free UNI & Agr UNI,Black Fortress,55.5,27.3,32.3,36,-28.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15441271,Lahti Basketball,Kouvot Kouvola,55.5,29.7,34.7,54,-25.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15441270,Kataja Basket,Kobrat,55.5,25.2,30.2,52,-30.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15852756,BA Lynx Liberec,BK Novy Jicin,55.5,30.9,35.9,46,-24.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15441268,Tampereen Pyrint?,Bisons Loimaa,55.5,29.6,34.6,43,-25.9,UNDER,True,0.91,91.0
q3_total,women,15848509,AIK Basket,Ostersund Basket,55.5,20.2,25.2,40,-35.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15790563,AL Ahli BH,Al Muharraq,55.5,26.0,31.0,48,-29.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15441257,Kauhajoen Karhu,KTP Basket Kotka,55.5,24.8,29.8,43,-30.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15706619,KK Zadar,KK Dinamo Zagreb,55.5,28.9,33.9,48,-26.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15566037,Kansai Helios Dom?ale,ECE Triglav Kranj,55.5,29.6,34.6,42,-25.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15471315,USK Praha B,BK Lions Jindrichuv Hradec,55.5,26.5,31.5,50,-29.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15471314,BK Napos Vysoka Nad Labem,BK Levharti Chomutov,55.5,24.2,29.2,40,-31.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15461515,Lions de Gen?ve U23,Swiss Central Basket,55.5,26.6,31.6,45,-28.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15432221,Mineras Zacatecas,Mieleras De Guanajuato,55.5,24.5,29.5,34,-31.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15432215,Mineras Zacatecas,Mieleras De Guanajuato,55.5,24.1,29.1,49,-31.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15402642,Sokol P?sek Sr?ni,NH Ostrava,55.5,41.7,46.7,38,-13.8,UNDER,True,0.91,91.0
q3_total,women,15426483,?abiny Brno B,BK Hav??ov,55.5,18.5,23.5,35,-37.0,UNDER,True,0.91,91.0
q3_total,women,15426482,KP Brno B,SK UP Olomouc,55.5,16.6,21.6,38,-38.9,UNDER,True,0.91,91.0
q3_total,women,15426481,?BK P-H Sadsk?,BA Sparta,55.5,20.1,25.1,46,-35.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14775136,CSO Voluntari,SCM Universitatea Craiova,55.5,29.3,34.3,49,-26.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14731184,KB Peja,KB Sigal Prishtina,55.5,28.1,33.1,43,-27.4,UNDER,True,0.91,91.0
q3_total,women,15426480,TJ Sokol Pe?ky,USK Praha B,55.5,19.6,24.6,25,-35.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14670965,Rucker Sanve San Vendemiano,Siaz Basket,55.5,25.8,30.8,43,-29.7,UNDER,True,0.91,91.0
q3_total,women,15426479,Levhartice Chomutov B,SK Aritma Praha,55.5,20.4,25.4,44,-35.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14643752,Mambra Mamer,Arantia Larochette,55.5,39.8,44.8,49,-15.7,UNDER,True,0.91,91.0
q3_total,women,15426478,DBaK,Sokol Nusle,55.5,21.2,26.2,45,-34.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14643742,Basket Esch,Musel Pikes,55.5,42.6,47.6,35,-12.9,UNDER,True,0.91,91.0
q3_total,women,15424285,?BK P-H Sadsk?,USK Praha B,55.5,17.8,22.8,54,-37.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14538000,Sheffield Sharks,Surrey 89ers,55.5,28.9,33.9,46,-26.6,UNDER,True,0.91,91.0
q3_total,women,15420617,KP Brno B,BK Hav??ov,55.5,19.8,24.8,31,-35.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14500897,Kar??yaka,Mersin SC,55.5,29.7,34.7,49,-25.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14491586,MoraBanc Andorra,Kosner Baskonia,55.5,29.6,34.6,35,-25.9,UNDER,True,0.91,91.0
q3_total,women,14445746,?KK Medve??ak Zagreb,?KK Zadar Plus,55.5,16.9,21.9,30,-38.6,UNDER,True,0.91,91.0
q3_total,men_or_open,14441740,UNICS Kazan,PBC Lokomotiv-Kuban,55.5,26.0,31.0,36,-29.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14343928,Vanoli Basket Cremona,GeVi Napoli Basket,55.5,24.7,29.7,55,-30.8,UNDER,True,0.91,91.0
q3_total,women,15420616,?abiny Brno B,SK UP Olomouc,55.5,19.5,24.5,21,-36.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14341079,Pallacanestro Fiorenzuola 1972,Orlandina Basket,55.5,26.0,31.0,44,-29.5,UNDER,True,0.91,91.0
q3_total,women,14336912,Golfo Basket Alcamo,C.U.S. Cagliari,55.5,20.4,25.4,33,-35.1,UNDER,True,0.91,91.0
q3_total,women,14195107,Caledonia Gladiators,Nottingham Wildcats,55.5,16.4,21.4,22,-39.1,UNDER,True,0.91,91.0
q3_total,women,15420615,TJ Sokol Pe?ky,BA Sparta,55.5,18.3,23.3,45,-37.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15889780,Basket Ostrava,Slovanka MB,55.5,26.1,31.1,50,-29.4,UNDER,True,0.91,91.0
q3_total,women,15420614,DBaK,SK Aritma Praha,55.5,19.5,24.5,23,-36.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14698314,Bamberg Baskets,Gladiators Trier,55.5,29.3,34.3,42,-26.2,UNDER,True,0.91,91.0
