target,match_id,home_team,away_team,threshold,prediction,actual,error,bet_over,over_hit,over_roi,bet_under,under_hit,under_roi,edge
q3_home,14441921,Chicago Bulls,Portland Trail Blazers,19,24.2,23,1.2,True,True,91.0,False,False,-100,5.2
q3_home,14439202,Dallas Mavericks,Sacramento Kings,19,25.2,32,-6.8,True,True,91.0,False,False,-100,6.2
q3_home,14442223,Phoenix Suns,Los Angeles Lakers,19,22.5,31,-8.5,True,True,91.0,False,False,-100,3.5
q3_home,14442608,Utah Jazz,New Orleans Pelicans,19,22.9,27,-4.1,True,True,91.0,False,False,-100,3.9
q3_home,14442669,Los Angeles Clippers,Minnesota Timberwolves,19,18.9,30,-11.1,False,True,91.0,True,False,-100,0.1
q3_home,14210740,Fenerbah?e Beko,KK Partizan Mozzart Bet,19,12.0,22,-10.0,False,True,91.0,True,False,-100,7.0
q3_home,14210741,Kauno ?algiris,Olympiacos BC,19,12.0,14,-2.0,False,False,-100,True,True,91.0,7.0
q3_home,14210746,KK Crvena zvezda,Anadolu Efes,19,11.5,21,-9.5,False,True,91.0,True,False,-100,7.5
q3_home,14210742,Virtus Bologna,Bar?a Basket,19,13.3,21,-7.7,False,True,91.0,True,False,-100,5.7
q3_home,14210743,BC Dubai,LDLC ASVEL Lyon-Villeurbanne,19,11.3,28,-16.7,False,True,91.0,True,False,-100,7.7
q3_home,14210745,Monaco Basket,Maccabi Tel Aviv,19,15.5,23,-7.5,False,True,91.0,True,False,-100,3.5
q3_home,14210744,Hapoel Tel-Aviv,EA7 Emporio Armani Milano,19,13.4,24,-10.6,False,True,91.0,True,False,-100,5.6
q3_home,14210747,Kosner Baskonia,Valencia Basket,19,21.7,23,-1.3,True,True,91.0,False,False,-100,2.7
q3_home,14210748,Panathinaikos BC,Paris Basketball,19,19.7,25,-5.3,True,True,91.0,False,False,-100,0.7
q3_home,14210751,Real Madrid,Bayern M?nchen,19,11.3,25,-13.7,False,True,91.0,True,False,-100,7.7
q3_home,14128725,DR Congo,Madagascar,19,10.7,16,-5.3,False,False,-100,True,True,91.0,8.3
q3_home,14128723,Senegal,C?te d'Ivoire,19,14.4,25,-10.6,False,True,91.0,True,False,-100,4.6
q3_home,14128748,Angola,Uganda,19,10.7,28,-17.3,False,True,91.0,True,False,-100,8.3
q3_home,14128750,Mali,Egypt,19,11.4,23,-11.6,False,True,91.0,True,False,-100,7.6
q3_home,14659999,Nicaragua,Mexico,19,12.0,16,-4.0,False,False,-100,True,True,91.0,7.0
q3_home,14659997,USA,Dominican Republic,19,12.1,20,-7.9,False,True,91.0,True,False,-100,6.9
q3_home,14660002,Jamaica,Bahamas,19,20.6,26,-5.4,True,True,91.0,False,False,-100,1.6
q3_home,14660001,Puerto Rico,Canada,19,11.2,22,-10.8,False,True,91.0,True,False,-100,7.8
q3_home,14140661,Guam,Australia,19,12.0,26,-14.0,False,True,91.0,True,False,-100,7.0
q3_home,14140662,Philippines,New Zealand,19,12.1,9,3.1,False,False,-100,True,True,91.0,6.9
q3_home,14140663,Japan,China,19,10.7,9,1.7,False,False,-100,True,True,91.0,8.3
q3_home,14140664,Chinese Taipei,South Korea,19,11.4,17,-5.6,False,False,-100,True,True,91.0,7.6
q3_home,15113633,Quilmes Mar Del Plata,Villa Mitre de Bah?a Blanca,19,12.0,16,-4.0,False,False,-100,True,True,91.0,7.0
q3_home,15113632,El Talar y Anexo B?squet,Centenario de Venado Tuerto,19,13.0,24,-11.0,False,True,91.0,True,False,-100,6.0
q3_home,15113634,Club Atl?tico Villa San Mart?n,Barrio Parque,19,12.0,14,-2.0,False,False,-100,True,True,91.0,7.0
q3_home,15494369,Deportivo Berazategui,Tom?s de Rocamora,19,9.0,29,-20.0,False,True,91.0,True,False,-100,10.0
q3_home,15494355,Club Cha?ares,CA Riachuelo de la Rioja,19,9.6,24,-14.4,False,True,91.0,True,False,-100,9.4
q3_home,15494360,Club Gorriones,Quimsa de Santiago del Estero,19,10.3,19,-8.7,False,False,-100,True,False,-100,8.7
q3_home,15494372,Instituto Atletico Central Cordoba,UD San Jos?,19,9.6,18,-8.4,False,False,-100,True,True,91.0,9.4
q3_home,15598385,Townsville Fire,Perth Lynx,19,12.5,24,-11.5,False,True,91.0,True,False,-100,6.5
q3_home,15553305,Basket Ostrava,KARA Trutnov,19,12.1,18,-5.9,False,False,-100,True,True,91.0,6.9
q3_home,15553297,Levhartice Chomutov,Sokol Hradec Kralove,19,10.7,10,0.7,False,False,-100,True,True,91.0,8.3
q3_home,15553298,BK Brno,SB? Ostrava,19,11.4,17,-5.6,False,False,-100,True,True,91.0,7.6
q3_home,15602265,Haljala NGU,SK Haapsalu,19,12.0,19,-7.0,False,False,-100,True,False,-100,7.0
q3_home,15343914,Torpan Pojat,Espoo Basket Team,19,9.6,17,-7.4,False,False,-100,True,True,91.0,9.4
q3_home,14531601,KTP Basket Kotka II,Pyrinto Akatemia B,19,11.3,14,-2.7,False,False,-100,True,True,91.0,7.7
q3_home,15452471,ESSM Le Portel Espoirs,SIG Strasbourg Espoirs,19,13.8,11,2.8,False,False,-100,True,True,91.0,5.2
q3_home,14374448,BKG-Prima,Csata TKK,19,14.4,9,5.4,False,False,-100,True,True,91.0,4.6
q3_home,14374447,David Kornel Ka,BEAC-Ujbuda,19,11.6,13,-1.4,False,False,-100,True,True,91.0,7.4
q3_home,14374445,MKB Euroleasing Vasas,Cegl?di EKK,19,10.4,17,-6.6,False,False,-100,True,True,91.0,8.6
q3_home,14374444,MTK Budapest,KSC Szeksz?rd,19,9.0,15,-6.0,False,False,-100,True,True,91.0,10.0
q3_home,14826225,BC Nokia,Pantterit,19,21.1,18,3.1,True,False,-100,False,True,91.0,2.1
q3_home,14374443,PEAC-P?cs,Cargo Uni Gy?r,19,9.0,22,-13.0,False,True,91.0,True,False,-100,10.0
q3_home,14374442,Sopron Basket,DVTK Hun Therm,19,10.2,16,-5.8,False,False,-100,True,True,91.0,8.8
q3_home,15578947,UMF Grindavik,UMF Njardvik,19,10.3,12,-1.7,False,False,-100,True,True,91.0,8.7
q3_home,15578946,Valur Reykjavik,KK Reykjavik,19,10.4,21,-10.6,False,True,91.0,True,False,-100,8.6
q3_home,15485873,Basket Landes,Galatasaray,19,9.8,23,-13.2,False,True,91.0,True,False,-100,9.2
q3_home,15485872,SPAR Citylift Girona,Fenerbah?e,19,10.3,18,-7.7,False,False,-100,True,True,91.0,8.7
q3_home,15485871,Casademont Zaragoza Femenino,USK Praha,19,10.3,25,-14.7,False,True,91.0,True,False,-100,8.7
q3_home,15485870,Famila Wuber Schio,Reyer Venezia,19,10.3,17,-6.7,False,False,-100,True,True,91.0,8.7
q3_home,15530773,BC Rilski Sportist,?KK Cinkarna Celje,19,10.3,12,-1.7,False,False,-100,True,True,91.0,8.7
q3_home,15601586,Maccabi Ramat Gan / Hen,Maccabi Haifa,19,9.6,21,-11.4,False,True,91.0,True,False,-100,9.4
q3_home,14341741,Pallacanestro Forl? 2.015,New Basket Brindisi,19,13.2,11,2.2,False,False,-100,True,True,91.0,5.8
q3_home,15190297,Oleggio Magic Basket,Pallacanestro Pavia 1933,19,12.6,20,-7.4,False,True,91.0,True,False,-100,6.4
q3_home,15190298,Derthona Basketball Lab,Blu Orobica Bergamo,19,12.0,22,-10.0,False,True,91.0,True,False,-100,7.0
q3_home,15544281,Fides Montevarchi,Virtus Certaldo,19,12.0,18,-6.0,False,False,-100,True,True,91.0,7.0
q3_home,14620587,Shinshu Brave Warriors,Rizing Zephyr Fukuoka,19,11.2,25,-13.8,False,True,91.0,True,False,-100,7.8
q3_home,14796825,Costone,Seagulls Genova,19,12.0,17,-5.0,False,False,-100,True,True,91.0,7.0
q3_home,14704329,BK Jelgava,Ekselences Centrs,19,13.3,36,-22.7,False,True,91.0,True,False,-100,5.7
q3_home,14704201,BK Salaspils,Gulbenes Buki,19,12.1,26,-13.9,False,True,91.0,True,False,-100,6.9
q3_home,14704192,Bertanu Valmieras BS,Jekabpils BA,19,13.3,29,-15.7,False,True,91.0,True,False,-100,5.7
q3_home,14704196,BK Ogre/Bs Ogre,Rbs Rigas Juniori,19,12.1,18,-5.9,False,False,-100,True,True,91.0,6.9
q3_home,15603870,Akmen?s Sporto Centras,Joni?kio Delikatesas,19,13.2,16,-2.8,False,False,-100,True,True,91.0,5.8
q3_home,14782545,Dartmouth Big Green,Princeton Tigers,19,10.5,12,-1.5,False,False,-100,True,True,91.0,8.5
q3_home,15520348,Taurag?s Taurag?,Kazl? R?dos Ataka-Danilus,19,13.2,13,0.2,False,False,-100,True,True,91.0,5.8
q3_home,15438978,Kauno kolegija,Kauno ?algiris-Nordclinic,19,12.6,17,-4.4,False,False,-100,True,True,91.0,6.4
q3_home,15527042,Khovd Falcons,Khasin Khuleguud,19,12.0,22,-10.0,False,True,91.0,True,False,-100,7.0
q3_home,15527043,Chi Forest Mongolians,Darkhan United,19,15.7,14,1.7,False,False,-100,True,True,91.0,3.3
q3_home,15428897,ZKK Vardar,ZKK Badel,19,13.8,11,2.8,False,False,-100,True,True,91.0,5.2
q3_home,14757252,Connecticut Huskies,Georgetown Hoyas,19,9.9,22,-12.1,False,True,91.0,True,False,-100,9.1
q3_home,14326247,AZS AJP Gorz?w Wielkopolski,Inea AZS Pozna?,19,12.5,17,-4.5,False,False,-100,True,True,91.0,6.5
q3_home,14326242,MB Zag??bie Sosnowiec,Energa Toru?,19,9.6,24,-14.4,False,True,91.0,True,False,-100,9.4
q3_home,15530647,Wis?a Krak?w,VBW Gdynia,19,10.3,18,-7.7,False,False,-100,True,True,91.0,8.7
q3_home,14756958,Iowa Hawkeyes,Illinois Fighting Illini,19,10.4,21,-10.6,False,True,91.0,True,False,-100,8.6
q3_home,15596860,KK Polonia Bytom,AZS UJK Kielce,19,10.7,27,-16.3,False,True,91.0,True,False,-100,8.3
q3_home,15514171,PGE AK M?ode ?ubry Bia?ystok,TSK Ro? Pisz,19,12.0,9,3.0,False,False,-100,True,True,91.0,7.0
q3_home,15596859,Energa GAK Gdynia,BSA AMW Arka Gdynia,19,19.1,20,-0.9,True,True,91.0,False,False,-100,0.1
q3_home,15514173,MKS Start Lublin II,Rysie Sochaczew,19,11.2,27,-15.8,False,True,91.0,True,False,-100,7.8
q3_home,15440763,PGE Tur?w Zgorzelec,Wiara Lecha,19,11.3,36,-24.7,False,True,91.0,True,False,-100,7.7
q3_home,15596867,Enea AZS AJP II Gorz?w Wielkopolski,Enea AZS II Pozna?,19,10.7,24,-13.3,False,True,91.0,True,False,-100,8.3
q3_home,15596865,Zag??bie Sosnowiec II,Katarzynki II Toru?,19,12.0,26,-14.0,False,True,91.0,True,False,-100,7.0
q3_home,15596866,Wis?a II Krak?w,Port Gdynia II GTK,19,12.0,15,-3.0,False,False,-100,True,True,91.0,7.0
q3_home,15596864,Brother MUKS Pozna?,Akopol Korona 1919 AZS PK Krak?w,19,12.1,13,-0.9,False,False,-100,True,True,91.0,6.9
q3_home,15596863,SMS PZKosz ?omianki,?KS KK ??d?,19,12.0,2,10.0,False,False,-100,True,True,91.0,7.0
q3_home,15600374,Artesanos de Las Piedras,Llaneros de Toa Baja,19,20.9,25,-4.1,True,True,91.0,False,False,-100,1.9
q3_home,15596035,ACS U-BT Cluj-Napoca 2,Clubul Sportiv V?lcea 1924 2,19,11.4,19,-7.6,False,False,-100,True,False,-100,7.6
q3_home,15550569,REG BBC,APR BBC,19,9.0,11,-2.0,False,False,-100,True,True,91.0,10.0
q3_home,15605007,REG,United Generations For Basketball,19,12.0,24,-12.0,False,True,91.0,True,False,-100,7.0
q3_home,14704331,BK Talsi,BK Saldus,19,12.7,14,-1.3,False,False,-100,True,True,91.0,6.3
q3_home,14704198,BK Livani,BK Sigulda,19,19.3,26,-6.7,True,True,91.0,False,False,-100,0.3
q3_home,14660007,Cuba,Panama,19,13.9,30,-16.1,False,True,91.0,True,False,-100,5.1
q3_home,15441312,Young Angels Ko?ice,MBK Ru?omberok,19,10.4,18,-7.6,False,False,-100,True,True,91.0,8.6
q3_home,15441307,?BK ?amor?n,Pie??ansk? ?ajky,19,12.3,5,7.3,False,False,-100,True,True,91.0,6.7
q3_home,14660005,Argentina,Uruguay,19,12.0,13,-1.0,False,False,-100,True,True,91.0,7.0
q3_home,15441301,Slovan Bratislava,Sl?via Bansk? Bystrica,19,12.3,7,5.3,False,False,-100,True,True,91.0,6.7
q3_home,14660004,Chile,Colombia,19,13.9,16,-2.1,False,False,-100,True,True,91.0,5.1
q3_home,14660003,Brazil,Venezuela,19,12.5,19,-6.5,False,False,-100,True,False,-100,6.5
q3_home,14640942,Lulea BBK,Ostersund Basket,19,10.8,29,-18.2,False,True,91.0,True,False,-100,8.2
q3_home,15580010,Racing Kruegger,Las Baster,19,13.2,23,-9.8,False,True,91.0,True,False,-100,5.8
q3_home,14635820,Santa Cruz Warriors,San Diego Clippers,19,26.0,31,-5.0,True,True,91.0,False,False,-100,7.0
q3_home,14635819,Memphis Hustle,Wisconsin Herd,19,28.1,33,-4.9,True,True,91.0,False,False,-100,9.1
q3_home,14531475,BBC Troistorrents-Chablais,Esperance Sportive Pully,19,10.3,32,-21.7,False,True,91.0,True,False,-100,8.7
q3_home,14635818,Rio Grande Valley Vipers,Noblesville Boom,19,26.0,20,6.0,True,True,91.0,False,False,-100,7.0
q3_home,14635817,Maine Celtics,Windy City Bulls,19,26.8,29,-2.2,True,True,91.0,False,False,-100,7.8
q3_home,14635816,Valley Suns,South Bay Lakers,19,26.4,22,4.4,True,True,91.0,False,False,-100,7.4
q3_home,14635815,Iowa Wolves,Capitanes de Ciudad de M?xico,19,26.2,24,2.2,True,True,91.0,False,False,-100,7.2
q3_home,14635814,Memphis Hustle,Wisconsin Herd,19,26.2,27,-0.8,True,True,91.0,False,False,-100,7.2
q3_home,14635813,Westchester Knicks,Capital City Go-Go,19,26.2,29,-2.8,True,True,91.0,False,False,-100,7.2
q3_home,14635812,College Park Skyhawks,Raptors 905,19,25.5,33,-7.5,True,True,91.0,False,False,-100,6.5
q3_home,14635805,Stockton Kings,Iowa Wolves,19,26.6,31,-4.4,True,True,91.0,False,False,-100,7.6
q3_home,14635804,Valley Suns,South Bay Lakers,19,23.2,28,-4.8,True,True,91.0,False,False,-100,4.2
q3_home,14635811,Osceola Magic,Cleveland Charge,19,27.2,15,12.2,True,False,-100,False,True,91.0,8.2
q3_home,14635810,Long Island Nets,Grand Rapids Gold,19,25.8,27,-1.2,True,True,91.0,False,False,-100,6.8
q3_home,14635806,Long Island Nets,Maine Celtics,19,26.8,37,-10.2,True,True,91.0,False,False,-100,7.8
q3_home,14635808,Rio Grande Valley Vipers,San Diego Clippers,19,26.3,22,4.3,True,True,91.0,False,False,-100,7.3
q3_home,14635809,Austin Spurs,Motor City Cruise,19,16.4,24,-7.6,False,True,91.0,True,False,-100,2.6
q3_home,14620594,Veltex Shizuoka,Yamagata Wyverns,19,12.5,20,-7.5,False,True,91.0,True,False,-100,6.5
q3_home,14620592,Shinshu Brave Warriors,Rizing Zephyr Fukuoka,19,12.1,19,-6.9,False,False,-100,True,False,-100,6.9
q3_home,14620591,Kobe Storks,Yokohama Excellence,19,20.3,22,-1.7,True,True,91.0,False,False,-100,1.3
q3_home,14620590,Kumamoto Volters,Bambitious Nara,19,13.2,12,1.2,False,False,-100,True,True,91.0,5.8
q3_home,14620589,Kagoshima Rebnise,Iwate Big Bulls,19,11.2,13,-1.8,False,False,-100,True,True,91.0,7.8
q3_home,14620588,Fukui Blowwinds,Ehime Orange Vikings,19,14.1,23,-8.9,False,True,91.0,True,False,-100,4.9
q3_home,14620586,Aomori Watts,Fukushima Fire Bonds,19,12.1,16,-3.9,False,False,-100,True,True,91.0,6.9
q3_home,14619850,Virginia Cavaliers,North Carolina Tar Heels,19,10.6,24,-13.4,False,True,91.0,True,False,-100,8.4
q3_home,14619849,Georgia Tech Yellow Jackets,Louisville Cardinals,19,10.6,10,0.6,False,False,-100,True,True,91.0,8.4
q3_home,14619848,Duke Blue Devils,Florida State Seminoles,19,10.5,22,-11.5,False,True,91.0,True,False,-100,8.5
q3_home,14531604,Puhu Junorit,Tapiolan Honka II,19,11.3,22,-10.7,False,True,91.0,True,False,-100,7.7
q3_home,14531603,Kaarinan Ura Basket,Hyvinkaan Ponteva,19,14.8,17,-2.2,False,False,-100,True,True,91.0,4.2
q3_home,14531602,Turun Nmky,Team Pajulahti,19,18.6,34,-15.4,False,True,91.0,True,False,-100,0.4
q3_home,14531223,Hba-Marsky,Jyvaskyla Basketball Academy,19,12.7,20,-7.3,False,True,91.0,True,False,-100,6.3
q3_home,14531221,Raiders Basket,Torpan Pojat,19,12.7,22,-9.3,False,True,91.0,True,False,-100,6.3
q3_home,14531220,Lappeenrannan NMKY,Aanekosken Huima,19,12.0,13,-1.0,False,False,-100,True,True,91.0,7.0
q3_home,14520892,Hungary,France,19,12.0,16,-4.0,False,False,-100,True,True,91.0,7.0
q3_home,14520881,Austria,Netherlands,19,12.1,19,-6.9,False,False,-100,True,False,-100,6.9
q3_home,14520872,Croatia,Germany,19,14.2,29,-14.8,False,True,91.0,True,False,-100,4.8
q3_home,14508840,Bosnia & Herzegovina,Switzerland,19,11.2,23,-11.8,False,True,91.0,True,False,-100,7.8
q3_home,14508835,Portugal,Romania,19,19.1,21,-1.9,True,True,91.0,False,False,-100,0.1
q3_home,14508820,Denmark,Georgia,19,12.0,15,-3.0,False,False,-100,True,True,91.0,7.0
q3_home,14508819,Ukraine,Spain,19,12.0,14,-2.0,False,False,-100,True,True,91.0,7.0
q3_home,14498220,Latvia,Poland,19,13.2,14,-0.8,False,False,-100,True,True,91.0,5.8
q3_home,14498218,Sweden,Estonia,19,12.0,22,-10.0,False,True,91.0,True,False,-100,7.0
q3_home,14498212,Slovenia,Czechia,19,11.4,31,-19.6,False,True,91.0,True,False,-100,7.6
q3_home,14498210,Belgium,Finland,19,11.2,19,-7.8,False,False,-100,True,False,-100,7.8
q3_home,14498207,Israel,Cyprus,19,10.7,13,-2.3,False,False,-100,True,True,91.0,8.3
q3_home,14498203,Great Britain,Italy,19,13.9,19,-5.1,False,False,-100,True,False,-100,5.1
q3_home,14498197,Iceland,Lithuania,19,12.0,11,1.0,False,False,-100,True,True,91.0,7.0
q3_home,14498194,Serbia,T?rkiye,19,12.1,23,-10.9,False,True,91.0,True,False,-100,6.9
q3_home,14498190,Greece,Montenegro,19,12.0,14,-2.0,False,False,-100,True,True,91.0,7.0
q3_home,14442483,Detroit Pistons,Cleveland Cavaliers,19,26.2,35,-8.8,True,True,91.0,False,False,-100,7.2
q3_home,14442280,Boston Celtics,Brooklyn Nets,19,24.1,43,-18.9,True,True,91.0,False,False,-100,5.1
q3_home,14442050,Oklahoma City Thunder,Denver Nuggets,19,25.2,27,-1.8,True,True,91.0,False,False,-100,6.2
q3_home,14441904,Milwaukee Bucks,New York Knicks,19,22.2,26,-3.8,True,True,91.0,False,False,-100,3.2
q3_home,14439194,Dallas Mavericks,Memphis Grizzlies,19,24.8,26,-1.2,True,True,91.0,False,False,-100,5.8
q3_home,14421184,Kouvottaret,Honka,19,10.4,11,-0.6,False,False,-100,True,True,91.0,8.6
q3_home,14421183,Helmi Basket HBA,Peli-Karhut,19,10.9,21,-10.1,False,True,91.0,True,False,-100,8.1
q3_home,14341747,Basket Mestre 1958,Urania Basket Milano,19,13.7,21,-7.3,False,True,91.0,True,False,-100,5.3
q3_home,14292132,TK Hannover,Herner TC,19,12.0,24,-12.0,False,True,91.0,True,False,-100,7.0
q3_home,14208587,Dolomiti Trento (Cyber),ratiopharm Ulm (Cyber),19,13.9,21,-7.1,False,True,91.0,True,False,-100,5.1
q3_home,14208584,99ers Chemnitz (Cyber),Dolomiti Trento (Cyber),19,12.6,5,7.6,False,False,-100,True,True,91.0,6.4
q3_home,14149265,Horticult Kontich Wolves HSE A,BBC Croonen Lommel,19,13.3,26,-12.7,False,True,91.0,True,False,-100,5.7
q3_home,14140668,Qatar,India,19,12.6,30,-17.4,False,True,91.0,True,False,-100,6.4
q3_home,14140667,Lebanon,Saudi Arabia,19,11.3,28,-16.7,False,True,91.0,True,False,-100,7.7
q3_home,14140666,Iraq,Syria,19,12.0,19,-7.0,False,False,-100,True,False,-100,7.0
q3_home,14140665,Iran,Jordan,19,12.1,18,-5.9,False,False,-100,True,True,91.0,6.9
q3_home,14757401,Cincinnati Bearcats,TCU Horned Frogs,19,10.4,14,-3.6,False,False,-100,True,True,91.0,8.6
q3_home,14756952,Maryland Terrapins,Northwestern Wildcats,19,9.9,19,-9.1,False,False,-100,True,False,-100,9.1
q3_home,14757403,UCF Knights,West Virginia Mountaineers,19,10.4,9,1.4,False,False,-100,True,True,91.0,8.6
q3_home,14757398,Kansas Jayhawks,Texas Tech Red Raiders,19,10.5,19,-8.5,False,False,-100,True,False,-100,8.5
q3_home,14756950,Ohio State Buckeyes,Michigan Wolverines,19,9.7,13,-3.3,False,False,-100,True,True,91.0,9.3
q3_home,15571476,Valencia BC (Cyber),?algiris Kaunas (Cyber),19,13.3,8,5.3,False,False,-100,True,True,91.0,5.7
